start	end	text
1789760	1793080	on top of the previous IDX along the first dimension,
1793080	1795700	which is the time dimension to create a B by T plus one.
1795780	1798280	So that becomes a new IDX.
1798280	1800500	So the job of generate is to take a B by T
1800500	1803720	and make it a B by T plus one, plus two, plus three,
1803720	1805820	as many as we want max new tokens.
1805820	1808320	So this is the generation from the model.
1808320	1810900	Now inside the generation, what are we doing?
1810900	1812740	We're taking the current indices.
1812740	1814420	We're getting the predictions.
1814420	1818080	So we get those are in the logits.
1818080	1820020	And then the loss here is going to be ignored
1820020	1822240	because we're not using that.
1822240	1825460	And we have no targets that are sort of ground truth targets
1825460	1827360	that we're going to be comparing with.
1828620	1830020	Then once we get the logits,
1830020	1832600	we are only focusing on the last step.
1832600	1834940	So instead of a B by T by C,
1834940	1837640	we're going to pluck out the negative one,
1837640	1840160	the last element in the time dimension,
1840160	1842680	because those are the predictions for what comes next.
1842680	1844100	So that gives us the logits,
1844100	1847600	which we then convert to probabilities via softmax.
1847600	1848960	And then we use torch.multinomial
1848960	1850760	to sample from those probabilities.
1850760	1853900	And we ask PyTorch to give us one sample.
1853900	1855000	And so IDX next,
1855000	1856980	we'll become a B by one,
1856980	1860100	because in each one of the batch dimensions,
1860100	1862420	we're going to have a single prediction for what comes next.
1862420	1864500	So this numSamples equals one,
1864500	1866600	will make this be a one.
1866600	1869100	And then we're going to take those integers
1869100	1870820	that come from the sampling process
1870820	1873340	according to the probability distribution given here.
1873340	1875340	And those integers got just concatenated
1875340	1879020	on top of the current sort of like running stream of integers.
1879020	1881620	And this gives us a B by T plus one.
1881620	1883160	And then we can return that.
1883160	1884160	Now, one thing here is,
1884160	1890320	here is you see how i'm calling self of idx which will end up going to the forward function
1890960	1896560	i'm not providing any targets so currently this would give an error because targets is uh is uh
1896560	1902240	sort of like not given so target has to be optional so targets is none by default and
1902240	1909200	then if targets is none then there's no loss to create so it's just loss is none but else
1909200	1916320	all of this happens and we can create a loss so this will make it so um if we have the targets
1916320	1922160	we provide them and get a loss if we have no targets we'll just get the logits so this here
1922160	1931760	will generate from the model and let's take that for a ride now oops so i have another code chunk
1931760	1936640	here which will generate for the model from the model and okay this is kind of crazy so maybe let
1936640	1938400	me let me break this down
1939200	1940960	so these are the idx right
1944720	1948720	i'm creating a batch will be just one time will be just one
1949600	1955520	so i'm creating a little one by one tensor and it's holding a zero and the d type the data type
1955520	1962720	is uh integer so zero is going to be how we kick off the generation and remember that zero is uh
1962720	1967360	is the element standing for a new line character so it's kind of like a reasonable thing to
1967360	1968960	to feed in as the very first character
1969200	1976000	sequence to be the new line um so it's going to be idx which we're going to feed in here
1976000	1980800	then we're going to ask for 100 tokens and then end that generate will continue that
1981680	1987840	now because uh generate works on the level of batches we then have to index into the
1987840	1996800	zero throw to basically unplug the um the single batch dimension that exists and then that gives us
1996800	1997600	a um
1997600	2004320	time steps is just a one-dimensional array of all the indices which we will convert to simple python
2004320	2012720	list from pytorch tensor so that that can feed into our decode function and convert those integers
2012720	2020080	into text so let me bring this back and we're generating 100 tokens let's run and uh here's
2020080	2024560	the generation that we achieved so obviously it's garbage and the reason it's garbage is because
2024560	2027120	this is a totally random model so next up we're going to want to do is we're going to want to do a
2027120	2030880	we're going to want to train this model now one more thing i wanted to point out here is
2032080	2036400	this function is written to be general but it's kind of like ridiculous right now because
2037920	2042720	we're feeding in all this we're building out this context and we're concatenating it all
2042720	2048480	and we're always feeding it all into the model but that's kind of ridiculous because this is
2048480	2054240	just a simple bigram model so to make for example this prediction about k we only needed this w
2054240	2057040	but actually what we fed into the model is we fed the entire sequence
2057520	2063440	and then we only looked at the very last piece and predicted k so the only reason i'm writing
2063440	2068320	it in this way is because right now this is a bigram model but i'd like to keep this function
2068320	2076000	fixed and i'd like it to work later when our characters actually basically look further in
2076000	2081040	the history and so right now the history is not used so this looks silly but eventually
2081040	2086720	the history will be used and so that's why we want to do it this way so just a quick comment on that
2087520	2093600	so now we see that this is random so let's train the model so it becomes a bit less random okay
2093600	2098480	let's now train the model so first what i'm going to do is i'm going to create a pytorch optimization
2098480	2106240	object so here we are using the optimizer adam w now in the make more series we've only ever used
2106240	2111440	stochastic gradient descent the simplest possible optimizer which you can get using the sgd instead
2111440	2115440	but i want to use adam which is a much more advanced and popular optimizer and it works
2115440	2116000	extremely well for a lot of other optimizers but i want to use adam which is a much more advanced and popular optimizer and it works extremely well
2117680	2123040	typical good setting for the learning rate is roughly 3e negative 4 but for very very small
2123040	2126720	networks like it's the case here you can get away with much much higher learning rates
2126720	2133280	1-3 or even higher probably but let me create the optimizer object which will basically take
2133280	2140480	the gradients and update the parameters using the gradients and then here our batch size up above
2140480	2145360	was only 4 so let me actually use something bigger let's say 32 and then for some number of steps
2147120	2153600	we're sampling a new batch of data we're evaluating the loss we're zeroing out all the gradients from
2153600	2158240	the previous step getting the gradients for all the parameters and then using those gradients to
2158240	2164240	update our parameters so typical training loop as we saw in the make more series so let me now
2164240	2169200	run this for say 100 iterations and let's see what kind of loss is we're going to get
