start	end	text
1270840	1274040	Here, what I'm doing is I'm finding the maximum in each row,
1274540	1277340	and I'm subtracting it for the purpose of numerical stability.
1277540	1278240	And we talked about how...
1278440	1279640	if you do not do this,
1280040	1283540	you run into numerical issues if some of the logits take on two large values
1283840	1285640	because we end up exponentiating them.
1286440	1289240	So this is done just for safety, numerically.
1289840	1294640	Then here's the exponentiation of all the sort of logits to create our counts.
1295140	1298740	And then we want to take the sum of these counts and normalize
1298840	1301040	so that all of the probes sum to 1.
1301740	1303840	Now here, instead of using 1 over COUNTSUM,
1303940	1306440	I use raised to the power of negative 1.
1306640	1308040	Mathematically, they are identical.
1308040	1310840	I just found that there's something wrong with the PyTorch implementation
1310940	1315540	of the backward pass of division, and it gives like a weird result,
1315640	1318240	but that doesn't happen for star star negative 1,
1318340	1319940	so I'm using this formula instead.
1320040	1323940	But basically, all that's happening here is we got the logits,
1324040	1325340	we want to exponentiate all of them,
1325440	1328540	and we want to normalize the counts to create our probabilities.
1328640	1331240	It's just that it's happening across multiple lines.
1331340	1335540	So now, here,
1335640	1337440	we want to normalize the counts to create our probabilities.
1338040	1340440	We want to first take the derivative,
1340540	1344540	we want to backpropagate into COUNTSUM and then into COUNTS as well.
1344640	1348140	So what should be the COUNTSUM?
1348240	1349640	Now, we actually have to be careful here
1349740	1353340	because we have to scrutinize and be careful with the shapes.
1353440	1360740	So COUNTS.shape and then COUNTSUM.inv.shape are different.
1360840	1363140	So in particular, COUNTS is 32 by 27,
1363240	1365940	but this COUNTSUM.inv is 32 by 1.
1366040	1367840	And so in this multiplication here,
1368040	1372140	we also have an implicit broadcasting that PyTorch will do
1372240	1374540	because it needs to take this column tensor of 32 numbers
1374640	1378640	and replicate it horizontally 27 times to align these two tensors
1378740	1381440	so it can do an element-wise multiply.
1381540	1383640	So really what this looks like is the following,
1383740	1386140	using a toy example again.
1386240	1389240	What we really have here is just props is COUNTS times COUNTSUM.inv.
1389340	1391640	So it's C equals A times B.
1391740	1396340	But A is 3 by 3, and B is just 3 by 1, a column tensor.
1396440	1397640	And so PyTorch internally
1397640	1399940	replicated these elements of B,
1400040	1402240	and it did that across all the columns.
1402340	1405140	So for example, B1, which is the first element of B,
1405240	1409240	would be replicated here across all the columns in this multiplication.
1409340	1414040	And now we're trying to backpropagate through this operation to COUNTSUM.inv.
1414140	1417240	So when we are calculating this derivative,
1417340	1421240	it's important to realize that this looks like a single operation,
1421340	1425040	but actually is two operations applied sequentially.
1425140	1427340	The first operation that PyTorch did is it took
1427340	1433140	this column tensor and replicated it across all the columns,
1433240	1434740	basically 27 times.
1434840	1436940	So that's the first operation, it's a replication.
1437040	1439440	And then the second operation is the multiplication.
1439540	1442740	So let's first backprop through the multiplication.
1442840	1445840	If these two arrays were of the same size,
1445940	1449440	and we just have A and B, both of them 3 by 3,
1449540	1453240	then how do we backpropagate through a multiplication?
1453340	1455640	So if we just have scalars and not tensors,
1455740	1457140	then if you have C equals A times B,
1457340	1461240	then what is the derivative of C with respect to B?
1461340	1462640	Well, it's just A.
1462740	1464640	And so that's the local derivative.
1464740	1467740	So here in our case, undoing the multiplication
1467840	1470740	and backpropagating through just the multiplication itself,
1470840	1473840	which is element-wise, is going to be the local derivative,
1473940	1477640	which in this case is simply COUNTS,
1477740	1480240	because COUNTS is the A.
1480340	1482340	So this is the local derivative, and then times,
1482440	1486140	because of the chain rule, dprops.
1486240	1487140	So this here is the dprops.
1487340	1490240	So this is the local derivative, or the gradient,
1490340	1493240	but with respect to replicated B.
1493340	1495240	But we don't have a replicated B,
1495340	1497240	we just have a single B column.
1497340	1500240	So how do we now backpropagate through the replication?
1500340	1504240	And intuitively, this B1 is the same variable,
1504340	1506240	and it's just reused multiple times.
1506340	1509240	And so you can look at it as being equivalent
1509340	1512240	to a case we've encountered in micrograd.
1512340	1514240	And so here I'm just pulling out a random graph
1514340	1515240	we used in micrograd.
1515340	1517240	We had an example where a single node,
1517440	1519240	has its output feeding into two branches
1519340	1523240	of basically the graph until the last function.
1523340	1525240	And we're talking about how the correct thing to do
1525340	1528240	in the backward pass is we need to sum all the gradients
1528340	1530240	that arrive at any one node.
1530340	1532240	So across these different branches,
1532340	1534240	the gradients would sum.
1534340	1536240	So if a node is used multiple times,
1536340	1541240	the gradients for all of its uses sum during backpropagation.
1541340	1544240	So here, B1 is used multiple times in all these columns,
1544340	1547240	and therefore the right thing to do here is to sum
1547340	1550240	horizontally across all the rows.
1550340	1554240	So we want to sum in dimension 1,
1554340	1556240	but we want to retain this dimension
1556340	1559240	so that the countSumInv and its gradient
1559340	1561240	are going to be exactly the same shape.
1561340	1564240	So we want to make sure that we keep them as true
1564340	1566240	so we don't lose this dimension.
1566340	1568240	And this will make the countSumInv
1568340	1571240	be exactly shaped 32 by 1.
1571340	1575240	So revealing this comparison as well and running this,
1575340	1577240	we see that we get an exact match.
1577340	1580240	So this derivative is exactly correct.
1580340	1584240	And let me erase this.
1584340	1587240	Now let's also backpropagate into counts,
1587340	1590240	which is the other variable here to create props.
1590340	1592240	So from props to countSumInv,
1592340	1593240	we just did that.
1593340	1595240	Let's go into counts as well.
1595340	1600240	So dCounts is our A.
1600340	1603240	So dC by dA is just B.
1603340	1606240	So therefore it's countSumInv.
1606240	1610140	And then times, chain rule, dProps.
1610240	1613140	Now countSumInv is 32 by 1.
1613240	1617140	dProps is 32 by 27.
1617240	1621140	So those will broadcast fine
1621240	1623140	and will give us dCounts.
1623240	1626140	There's no additional summation required here.
1626240	1628140	There will be a broadcasting
1628240	1630140	that happens in this multiply here
1630240	1633140	because countSumInv needs to be replicated again
1633240	1635140	to correctly multiply dProps.
1635140	1638040	But that's going to give the correct result.
1638140	1641040	So as far as this single operation is concerned.
1641140	1644040	So we've backpropagated from props to counts,
1644140	1648040	but we can't actually check the derivative of counts.
1648140	1650040	I have it much later on.
1650140	1652040	And the reason for that is because
1652140	1654040	countSumInv depends on counts.
1654140	1656040	And so there's a second branch here
1656140	1657040	that we have to finish.
1657140	1660040	Because countSumInv backpropagates into countSum,
1660140	1662040	and countSum will backpropagate into counts.
1662140	1665040	And so counts is a node that is being used twice.
1665040	1666940	It's used right here in two props,
1667040	1668940	and it goes through this other branch
1669040	1670940	through countSumInv.
1671040	1672940	So even though we've calculated
1673040	1674940	the first contribution of it,
1675040	1676940	we still have to calculate the second contribution of it later.
1677040	1678940	Okay, so we're continuing with this branch.
1679040	1680940	We have the derivative for countSumInv.
1681040	1682940	Now we want the derivative for countSum.
1683040	1684940	So dCountSum equals
1685040	1686940	what is the local derivative of this operation?
1687040	1688940	So this is basically an element-wise
1689040	1690940	1 over countsSum.
1691040	1693940	So countSum raised to the power of negative 1
1693940	1695840	is the same as 1 over countsSum.
1695940	1697840	If we go to wall from alpha,
1697940	1699840	we see that x to the negative 1,
1699940	1701840	d by dx of it,
1701940	1703840	is basically negative x to the negative 2.
1703940	1705840	Negative 1 over s squared
1705940	1707840	is the same as negative x to the negative 2.
1707940	1711840	So dCountSum here will be
1711940	1713840	local derivative is going to be
1713940	1718840	negative countsSum to the negative 2,
1718940	1720840	that's the local derivative,
1720940	1723840	times chain rule, which is
1723840	1725740	countSumInv.
1725840	1727740	So that's dCountSum.
1727840	1729740	Let's uncomment this
1729840	1731740	and check that I am correct.
1731840	1733740	Okay, so we have perfect equality.
1733840	1737740	And there's no sketchiness going on here
1737840	1739740	with any shapes because these are of the same shape.
1739840	1741740	Okay, next up we want to
1741840	1743740	backpropagate through this line.
1743840	1745740	We have that countSum is counts.sum
1745840	1747740	along the rows.
1747840	1749740	So I wrote out some help here.
1749840	1751740	We have to keep in mind that
1751840	1753740	counts, of course, is 32 by 27.
1753840	1755740	And countsSum is 32 by 1.
1755840	1757740	So in this backpropagation,
1757840	1761740	we need to take this column of derivatives
1761840	1764740	and transform it into an array of derivatives,
1764840	1766740	two-dimensional array.
1766840	1768740	So what is this operation doing?
1768840	1770740	We're taking some kind of an input,
1770840	1772740	like, say, a 3x3 matrix A,
1772840	1774740	and we are summing up the rows
1774840	1776740	into a column tensor B.
1776840	1779740	B1, B2, B3, that is basically this.
1779840	1781740	So now we have the derivatives
1781840	1783740	of the loss with respect to B.
1783740	1785640	And now we have the elements of B.
1785740	1787640	And now we want the derivative of the loss
1787740	1789640	with respect to all these little a's.
1789740	1791640	So how do the b's depend on the a's,
1791740	1793640	is basically what we're after.
1793740	1795640	What is the local derivative of this operation?
1795740	1797640	Well, we can see here that B1
1797740	1799640	only depends on these elements here.
1799740	1801640	The derivative of B1
1801740	1803640	with respect to all of these elements down here
1803740	1805640	is 0.
1805740	1807640	But for these elements here,
1807740	1809640	like A11, A12, etc.,
1809740	1811640	the local derivative is 1, right?
1811640	1815540	So dB1 by dA11, for example, is 1.
1815640	1817540	So it's 1, 1, and 1.
1817640	1819540	So when we have the derivative of the loss
1819640	1821540	with respect to B1,
1821640	1823540	the local derivative of B1
1823640	1825540	with respect to these inputs is 0 here,
1825640	1827540	but it's 1 on these guys.
1827640	1829540	So in the chain rule,
1829640	1831540	we have the local derivative
1831640	1834540	times the derivative of B1.
1834640	1836540	And so because the local derivative
1836640	1838540	is 1 on these three elements,
1838640	1840540	the local derivative of multiplying
1840540	1842440	the derivative of B1
1842540	1844440	will just be the derivative of B1.
1844540	1846440	And so you can look at it as a router.
1846540	1848440	Basically, an addition
1848540	1850440	is a router of gradient.
1850540	1852440	Whatever gradient comes from above,
1852540	1854440	it just gets routed equally
1854540	1856440	to all the elements that participate
1856540	1858440	in that addition.
1858540	1860440	So in this case, the derivative of B1
1860540	1862440	will just flow equally to the derivative
1862540	1864440	of A11, A12, and A13.
1864540	1866440	So if we have a derivative
1866540	1868440	of all the elements of B
1868540	1870440	in this column tensor,
1870440	1872340	which we calculated just now,
1872440	1874340	we basically see that what that amounts to
1874440	1876340	is all of these are now flowing
1876440	1878340	to all these elements of A,
1878440	1880340	and they're doing that horizontally.
1880440	1882340	So basically what we want
1882440	1884340	is we want to take the decount sum
1884440	1886340	of size 32 by 1,
1886440	1888340	and we just want to replicate it
1888440	1890340	27 times horizontally
1890440	1892340	to create 32 by 27 array.
1892440	1894340	So there's many ways to implement this operation.
1894440	1896340	You could, of course, just replicate the tensor,
1896440	1898340	but I think maybe one clean one
1898440	1900340	is that decounts is simply
1900340	1902240	torch.once-like,
1902340	1904240	so just two-dimensional arrays
1904340	1906240	of once in the shape of counts,
1906340	1908240	so 32 by 27,
1908340	1910240	times decounts sum.
1910340	1912240	So this way we're letting
1912340	1914240	the broadcasting here
1914340	1916240	basically implement the replication.
1916340	1918240	You can look at it that way.
1918340	1920240	But then we have to also be careful
1920340	1922240	because decounts
1922340	1924240	was all already calculated.
1924340	1926240	We calculated earlier here,
1926340	1928240	and that was just the first branch,
1928340	1930240	and we're now finishing the second branch.
1930240	1932140	So we need to make sure that these gradients add,
