start	end	text
662200	664200	or a, and if you slightly bump up
664200	666200	you slightly increase it by
666200	668200	a small number h
668200	670200	how does the function respond?
670200	672200	With what sensitivity does it respond?
672200	674200	What is the slope at that point?
674200	676200	Does the function go up or does it go down?
676200	678200	And by how much?
678200	680200	And that's the slope of that function
680200	682200	the slope of that response at that point.
682200	684200	And so we can basically evaluate
684200	686200	the derivative here numerically
686200	688200	by taking a very small h
688200	690200	of course the definition would ask us to take h to 0
690200	692200	we're just going to pick a very small h
692200	694200	0.001
694200	696200	and let's say we're interested in point 3.0
696200	698200	so we can look at f of x of course as 20
698200	700200	and now f of x plus h
700200	702200	so if we slightly nudge
702200	704200	x in a positive direction
704200	706200	how is the function going to respond?
706200	708200	And just looking at this
708200	710200	do you expect f of x plus h to be slightly greater
710200	712200	than 20?
712200	714200	Or do you expect it to be slightly lower than 20?
714200	716200	And so since 3 is here
716200	718200	and this is 20
718200	720200	if we slightly go positively
720200	722200	the function will respond positively
722200	724200	so you'd expect this to be slightly greater than 20
724200	726200	and now by how much
726200	728200	is telling you the
728200	730200	strength of that slope
730200	732200	the size of that slope
732200	734200	so f of x plus h minus f of x
734200	736200	this is how much the function responded
736200	738200	in a positive direction
738200	740200	and we have to normalize by the run
740200	742200	so we have the rise over run
742200	744200	to get the slope
744200	746200	so this of course is just a numerical approximation
746200	748200	of the slope
748200	750200	because we have to make h very very small
750200	752200	to converge to the exact amount
752200	754200	now if I'm doing too many zeros
754200	756200	at some point
756200	758200	I'm going to get an incorrect answer
758200	760200	because we're using floating point arithmetic
760200	762200	and the representations of all these numbers
762200	764200	in computer memory is finite
764200	766200	and at some point we get into trouble
766200	768200	so we can converge towards the right answer
768200	770200	with this approach
770200	772200	but basically
772200	774200	at 3 the slope is 14
774200	776200	and you can see that by taking
776200	778200	x squared minus 4x plus 5
778200	780200	and differentiating it in our head
780200	782200	so 3x squared would be
782200	784200	6x minus 4
784200	786200	and then we plug in x equals 3
786200	788200	so that's 18 minus 4 is 14
788200	790200	so this is correct
790200	792200	so that's at 3
792200	794200	now how about
794200	796200	the slope at say negative 3
796200	798200	would you expect
798200	800200	what would you expect for the slope
800200	802200	now telling the exact value is really hard
802200	804200	but what is the sign of that slope
804200	806200	so at negative 3
806200	808200	if we slightly go in the positive direction
808200	810200	at x
810200	812200	the function would actually go down
812200	814200	and so that tells you that the slope would be negative
814200	816200	so we'll get a slight number below
816200	818200	below 20
818200	820200	and so if we take the slope
820200	822200	we expect something negative
822200	824200	negative 22
824200	826200	and at some point here of course
826200	828200	the slope would be 0
828200	830200	now for this specific function
830200	832200	I looked it up previously
832200	834200	and it's at point 2 over 3
834200	836200	so at roughly 2 over 3
836200	838200	this derivative would be 0
838200	840200	so basically
840200	842200	at that precise point
844200	846200	at that precise point
846200	848200	if we nudge in a positive direction
848200	850200	the function doesn't respond
850200	852200	this stays the same almost
852200	854200	and so that's why the slope is 0
854200	856200	ok now let's look at a bit more complex case
856200	858200	so we're going to start complexifying a bit
858200	860200	so now we have a function
860200	862200	here
862200	864200	with output variable b
864200	866200	that is a function of 3 scalar inputs
866200	868200	so a, b and c are some specific values
868200	870200	3 inputs into our expression graph
870200	872200	and a single output d
872200	874200	and so if we just print d
874200	876200	we get 4
876200	878200	and now what I'd like to do is
878200	880200	I'd like to again look at the derivatives of d
880200	882200	with respect to a, b and c
882200	884200	and think through
884200	886200	again just the intuition of what this derivative
886200	888200	is telling us
888200	890200	so in order to evaluate this derivative
890200	892200	we're going to get a bit hacky here
892200	894200	we're going to again have a very small
894200	896200	value of h and then we're going to
896200	898200	fix the inputs at some
898200	900200	values that we're interested in
900200	902200	so these are the
902200	904200	this is the point a, b, c at which we're going to be evaluating
904200	906200	the derivative of d
906200	908200	with respect to all a, b and c
908200	910200	at that point
910200	912200	so there's the inputs and now we have d1
912200	914200	is that expression
914200	916200	and then we're going to for example look at the derivative of d
916200	918200	with respect to a
918200	920200	so we'll take a and we'll bump it by h
920200	922200	and then we'll get d2 to be the exact same
922200	924200	function
924200	926200	and now we're going to print
926200	928200	you know
928200	930200	d1 is d1
930200	932200	d2 is d2
932200	934200	and print slope
934200	936200	so the derivative
936200	938200	or slope here
938200	940200	will be of course
940200	942200	d2
942200	944200	minus d1 divided by h
944200	946200	so d2 minus d1 is how
946200	948200	much the function increased
948200	950200	when we bumped
950200	952200	the specific
952200	954200	input that we're interested in
954200	956200	by a tiny amount
956200	958200	and this is then normalized by
958200	960200	h to get the slope
962200	964200	so
964200	966200	yeah
966200	968200	so this
968200	970200	so I just run this
970200	972200	we're going to print d1
972200	974200	which we know is
974200	976200	4
976200	978200	now d2 will be bumped
978200	980200	a will be bumped by h
980200	982200	so let's just think through
982200	984200	a little bit
984200	986200	what d2 will be
986200	988200	printed out here in particular
988200	990200	d1 will be 4
990200	992200	will d2 be
992200	994200	a number slightly greater than 4
994200	996200	or slightly lower than 4
996200	998200	and that's going to tell us the
998200	1000200	sign of the derivative
1000200	1002200	so
1002200	1004200	we're bumping a by h
1004200	1006200	b is minus 3
1006200	1008200	c is 10
1008200	1010200	so you can just intuitively think through
1010200	1012200	this derivative and what it's doing
1012200	1014200	a will be slightly more positive
1014200	1016200	and but b is a negative
1016200	1018200	number so if a is
1018200	1020200	slightly more positive
1020200	1022200	because b is negative 3
1022200	1024200	we're actually going to be
1024200	1026200	adding less to
1026200	1028200	d
1028200	1030200	so you'd actually expect that
1030200	1032200	the value of the function will go
1032200	1034200	down so let's
1034200	1036200	just see this
1036200	1038200	yeah and so we went from 4
1038200	1040200	to 3.996
1040200	1042200	and that tells you that the slope will
1042200	1044200	be negative and then
1044200	1046200	will be a negative number
1046200	1048200	because we went down and
1048200	1050200	then the exact number of slope
1050200	1052200	will be the exact amount of slope
1052200	1054200	is negative 3 and you can
1054200	1056200	also convince yourself that negative 3 is the right
1056200	1058200	answer mathematically and analytically
1058200	1060200	because if you have a times b plus
1060200	1062200	c and you are you know you have
1062200	1064200	calculus then
1064200	1066200	differentiating a times b plus c with
1066200	1068200	respect to a gives you just b
1068200	1070200	and indeed the value of b
1070200	1072200	is negative 3 which is the derivative that we have
1072200	1074200	so you can tell that that's correct
1074200	1076200	so now if we do this
1076200	1078200	with b so if we
1078200	1080200	bump b by a little bit in a positive
1080200	1082200	direction we'd get different
1082200	1084200	slopes so what is the influence of b
1084200	1086200	on the output d
1086200	1088200	so if we bump b by a tiny amount
1088200	1090200	in a positive direction then because a
1090200	1092200	is positive we'll be
1092200	1094200	adding more to d right
1094200	1096200	so and now
1096200	1098200	what is the sensitivity what is the
1098200	1100200	slope of that addition and
1100200	1102200	it might not surprise you that this should be
1102200	1104200	2
1104200	1106200	and why is it 2 because
1106200	1108200	d of d by db
1108200	1110200	differentiating with respect to b
1110200	1112200	would be would give us a and
1112200	1114200	the value of a is 2 so that's also
1114200	1116200	working well and then if c
1116200	1118200	gets bumped a tiny amount in h
1118200	1120200	by h then
1120200	1122200	of course a times b is unaffected and
1122200	1124200	now c becomes slightly bit higher
1124200	1126200	what does that do to the function it
1126200	1128200	makes it slightly bit higher because we're simply adding
1128200	1130200	c and it makes it slightly bit
1130200	1132200	higher by the exact same amount that we
1132200	1134200	added to c and so that tells you
1134200	1136200	that the slope is 1
1136200	1138200	that will be the
1138200	1140200	the rate at which
1140200	1142200	d will increase
1142200	1144200	as we scale
1144200	1146200	c okay so we now have some
1146200	1148200	intuitive sense of what this derivative is telling you
1148200	1150200	about the function and we'd like to move to
1150200	1152200	neural networks now as i mentioned neural networks
1152200	1154200	will be pretty massive expressions mathematical
1154200	1156200	expressions so we need some data structures
1156200	1158200	that maintain these expressions and that's what
1158200	1160200	we're going to start to build out now
1160200	1162200	so we're going to
1162200	1164200	build out this value object that i
1164200	1166200	showed you in the readme page
1166200	1168200	of micrograd so let me
1168200	1170200	copy paste a skeleton
1170200	1172200	of the first very simple value
1172200	1174200	object so class
1174200	1176200	value takes a single
1176200	1178200	scalar value that it wraps and
1178200	1180200	keeps track of and that's
1180200	1182200	it so we can for example
1182200	1184200	do value of 2.0 and then we can
1184200	1186200	get
1186200	1188200	we can look at its content and
1188200	1190200	python will internally
1190200	1192200	use the wrapper function
1192200	1194200	to return
1194200	1196200	this string
1196200	1198200	like that
1198200	1200200	so this is a value object with
1200200	1202200	data equals two that we're creating
1202200	1204200	here now what we'd like to do is
1204200	1206200	like we'd like to be able to
1206200	1208200	have not just like
1208200	1210200	two values but
1210200	1212200	we'd like to do a plus b right we'd like
1212200	1214200	to add them so currently
1214200	1216200	you would get an error because python
1216200	1218200	doesn't know how to add two value
1218200	1220200	objects so we have to tell it
1220200	1222200	so here's
1222200	1224200	addition
1224200	1226200	so
1226200	1228200	you have to basically use these special
1228200	1230200	double underscore methods in python to
1230200	1232200	define these operators for these
1232200	1234200	objects so if we call
1234200	1236200	the
1236200	1238200	if we use this plus
1238200	1240200	operator python will internally
1240200	1242200	call a dot
1242200	1244200	add of b that's
1244200	1246200	what will happen internally and so
1246200	1248200	b will be the other
1248200	1250200	and self will be
1250200	1252200	a and so we see that what we're going
1252200	1254200	to return is a new value object and
1254200	1256200	it's just it's going to be wrapping
1256200	1258200	the plus of
1258200	1260200	their data but remember
1260200	1262200	now because data is the actual
1262200	1264200	like numbered python number so
1264200	1266200	this operator here is just the
1266200	1268200	typical floating point plus
1268200	1270200	addition now it's not an addition of value
1270200	1272200	objects and we'll return
1272200	1274200	a new value so now a
1274200	1276200	plus b should work and it should print value
1276200	1278200	of negative one
1278200	1280200	because that's two plus minus three
1280200	1282200	there we go okay let's
1282200	1284200	now implement multiply
1284200	1286200	just so we can recreate this expression here
1286200	1288200	so multiply i think it won't
1288200	1290200	surprise you will be fairly similar
1290200	1292200	so instead
1292200	1294200	of add we're going to be using mul
1294200	1296200	and then here of course we want to do times
1296200	1298200	and so now we can create a
1298200	1300200	c value object which will be 10.0
1300200	1302200	and now we should be able to do
1302200	1304200	a times b
1304200	1306200	well let's just do a times b first
1306200	1308200	um
1308200	1310200	that's value of negative six now
1310200	1312200	and by the way i skipped over this a little
1312200	1314200	bit suppose that i didn't have the wrapper
1314200	1316200	function here then
1316200	1318200	it's just that you'll get some kind of an ugly expression
1318200	1320200	so what wrapper is doing
1320200	1322200	is it's providing us a way to
1322200	1324200	print out like a nicer looking expression in
1324200	1326200	python so we
1326200	1328200	don't just have something cryptic we
1328200	1330200	actually are you know it's value of
1330200	1332200	negative six
1332200	1334200	so this gives us a times
1334200	1336200	and then this we should now be able
1336200	1338200	to add c to it because we've defined and
1338200	1340200	told the python how to do mul and add
1340200	1342200	and so this will call
1342200	1344200	this will basically be equivalent to a dot
1344200	1346200	mul
1346200	1348200	of b and then
1348200	1350200	this new value object will be dot
1350200	1352200	add of c
1352200	1354200	and so let's see if that worked
1354200	1356200	yep so that worked well that gave
1356200	1358200	us four which is what we expect from before
1358200	1360200	and i
1360200	1362200	believe we can just call them manually as well
1362200	1364200	there we go so
1364200	1366200	yeah okay so now what we are
1366200	1368200	missing is the connected tissue of this
1368200	1370200	expression as i mentioned we want to keep
1370200	1372200	these expression graphs so we need to
1372200	1374200	know and keep pointers about
1374200	1376200	what values produce what other values
1376200	1378200	produce so here for example we are
1378200	1380200	going to introduce a new variable which
1380200	1382200	we'll call children and by default it
1382200	1384200	will be an empty tuple and then we're
1384200	1386200	actually going to keep a slightly
1386200	1388200	different variable in the class which
1388200	1390200	we'll call underscore prev which will be
1390200	1392200	the set of children
1392200	1394200	this is how i done i did it in the
1394200	1396200	original micrograd looking at my code
1396200	1398200	here i can't remember exactly the reason
1398200	1400200	i believe it was efficiency but this
1400200	1402200	underscore children will be a tuple for
1402200	1404200	convenience but then when we actually
1404200	1406200	maintain it in the class it will be just
1406200	1408200	efficiency
1408200	1410200	so now when
1410200	1412200	we are creating a value like this with a
1412200	1414200	constructor children will be empty and
1414200	1416200	prev will be the empty set but when we
1416200	1418200	are creating a value through addition or
1418200	1420200	multiplication we're going to feed in
1420200	1422200	the children of this
1422200	1424200	value which in this case is self
1424200	1426200	another
1426200	1428200	so those are the children
1428200	1430200	here
1430200	1432200	so now we can do d dot
1432200	1434200	prev and we'll see that
1434200	1436200	the children of the we know
1436200	1438200	now know are this a value of
1438200	1440200	negative six and value of ten
1440200	1442200	and this of course is the value resulting
1442200	1444200	from a times b and the
1444200	1446200	c value which is ten
1446200	1448200	now the last piece of information
1448200	1450200	we don't know so we know now the
1450200	1452200	children of every single value but we don't know
1452200	1454200	what operation created this value
1454200	1456200	so we need one more element
1456200	1458200	here let's call it underscore pop
1458200	1460200	and by default this
1460200	1462200	is the empty set for leaves
1462200	1464200	and then we'll just maintain it here
1464200	1466200	and now the
1466200	1468200	operation will be just a simple string
1468200	1470200	and in the case of addition it's
1470200	1472200	plus in the case of multiplication
1472200	1474200	it's times so
1474200	1476200	now we not just have d dot
1476200	1478200	prev we also have a d dot op
1478200	1480200	and we know that d was produced by
1480200	1482200	an addition of those two values
1482200	1484200	and so now we have the full
1484200	1486200	mathematical expression and we're
1486200	1488200	building out this data structure and we know exactly
1488200	1490200	how each value came to be
1490200	1492200	by what expression and from what other values
1494200	1496200	now because these expressions are about
1496200	1498200	to get quite a bit larger we'd like a
1498200	1500200	way to nicely visualize
1500200	1502200	these expressions that we're building out
1502200	1504200	so for that i'm going to copy paste a bunch of
1504200	1506200	slightly scary code that's
1506200	1508200	going to visualize this these
1508200	1510200	expression graphs for us so here's the
1510200	1512200	code and i'll explain it in a bit
1512200	1514200	but first let me just show you what this code does
1514200	1516200	basically what it does is it creates
1516200	1518200	a new function draw dot
1518200	1520200	that we can call on some root node
1520200	1522200	and then it's going to visualize it
1522200	1524200	so if we call draw dot on d
1524200	1526200	which is this final value here
1526200	1528200	that is a times b plus c
1528200	1530200	it creates
1530200	1532200	something like this so this is d
1532200	1534200	and you see that this is a times b
1534200	1536200	creating an interpret value
1536200	1538200	plus c gives us this output
1538200	1540200	node d
1540200	1542200	so that's draw dot of d
1542200	1544200	and i'm not going to go through this
1544200	1546200	in complete detail you can take a look at
1546200	1548200	graphvis and its api
1548200	1550200	graphvis is an open source graph visualization
1550200	1552200	software and what we're doing here
1552200	1554200	is we're building out this graph in graphvis
1554200	1556200	api and
1556200	1558200	you can basically see that
1558200	1560200	trace is this helper function that
1560200	1562200	enumerates all the nodes and edges in the graph
1562200	1564200	so that just builds a set of all
1564200	1566200	the nodes and edges and then we iterate through
1566200	1568200	all the nodes and we create special node
1568200	1570200	objects for them in
1570200	1572200	using dot
1572200	1574200	node and then we also
1574200	1576200	create edges using dot dot edge
1576200	1578200	and the only thing that's like slightly
1578200	1580200	tricky here is you'll notice that i
1580200	1582200	basically add these fake nodes
1582200	1584200	which are these operation nodes
1584200	1586200	so for example this node here is just
1586200	1588200	like a plus node and
1588200	1590200	i create these
1590200	1592200	special
1592200	1594200	op nodes here
1594200	1596200	and i connect them accordingly
1596200	1598200	so these nodes of course
1598200	1600200	are not actual nodes
1600200	1602200	in the original graph they're not
1602200	1604200	actually a value object the only
1604200	1606200	value objects here are the things
1606200	1608200	in squares those are actual value
1608200	1610200	objects or representations thereof
1610200	1612200	and these op nodes are just created in
1612200	1614200	this draw dot routine so that
1614200	1616200	it looks nice let's also
1616200	1618200	add labels to these graphs just so we
1618200	1620200	know what variables are where
1620200	1622200	so let's create a special underscore
1622200	1624200	label
1624200	1626200	or let's just do label equals
1626200	1628200	empty by default and save it
1628200	1630200	in each node
1630200	1632200	and then here
1632200	1634200	we're going to do label is a
1634200	1636200	label is b
1636200	1638200	label is c
1642200	1644200	and then
1644200	1646200	let's create a special
1646200	1648200	um e equals
1648200	1650200	a times b
1650200	1652200	and e dot label will
1652200	1654200	be e
1654200	1656200	it's kind of naughty and e
1656200	1658200	will be e plus c
1658200	1660200	and a d dot label will be
1660200	1662200	b
1662200	1664200	okay so nothing really changes i just
1664200	1666200	added this new e function
1666200	1668200	a new e variable
1668200	1670200	and then here when we are
1670200	1672200	printing this i'm going
1672200	1674200	to print the label here
1674200	1676200	so this will be a percent s
1676200	1678200	bar and this will be n dot
1678200	1680200	label
1680200	1682200	and so now
1682200	1684200	we have the label
1684200	1686200	on the left here so it says a b
1686200	1688200	creating e and then e plus c creates
1688200	1690200	d just like we have it
1690200	1692200	here and finally let's make this
1692200	1694200	expression just one layer deeper
1694200	1696200	so d will not be the final output
1696200	1698200	node instead
1698200	1700200	after d we are going to create a
1700200	1702200	new value object called
1702200	1704200	f we're going to start running out of
1704200	1706200	variables soon f will be negative two
1706200	1708200	point zero and its label
1708200	1710200	will of course just be f
1710200	1712200	and then l
1712200	1714200	capital l will be the output
1714200	1716200	of our graph and l will be
1716200	1718200	d times f
1718200	1720200	okay so l will be negative eight
1720200	1722200	is the output
1722200	1724200	uh so
1724200	1726200	now we don't just draw a
1726200	1728200	d we draw l
1730200	1732200	okay
1732200	1734200	and somehow the label of
1734200	1736200	l is undefined oops
1736200	1738200	the label has to be explicitly
1738200	1740200	given to it
1740200	1742200	there we go so l is the output
1742200	1744200	so let's quickly recap what we've done so far
1744200	1746200	we are able to build out mathematical
1746200	1748200	expressions using only plus and times
1748200	1750200	so far they are scalar
1750200	1752200	valued along the way and we can
1752200	1754200	do this forward pass
1754200	1756200	and build out a mathematical expression
