start	end	text
1278140	1283880	and scaling up the network further, even with the simple sort of setup here.
1283880	1287580	But let's continue and let's implement the hierarchical model and treat this as just
1287580	1289960	a rough baseline performance.
1289960	1294360	But there's a lot of optimization left on the table in terms of some of the hyperparameters
1294360	1296260	that you're hopefully getting a sense of now.
1296260	1300400	Okay, so let's scroll up now and come back up.
1300400	1304360	And what I've done here is I've created a bit of a scratch space for us to just look
1304360	1307040	at the forward pass of the neural net and inspect the shape of the network.
1307040	1308040	So let's go ahead and do that.
1308040	1310000	So let's go ahead and look at the shape of the tensors along the way as the neural net
1310000	1312360	forwards.
1312360	1317580	So here I'm just temporarily for debugging, creating a batch of just, say, four examples.
1317580	1319320	So four random integers.
1319320	1322460	Then I'm plucking out those rows from our training set.
1322460	1326720	And then I'm passing into the model the input XB.
1326720	1331040	Now the shape of XB here, because we have only four examples, is four by eight.
1331040	1334480	And this eight is now the current block size.
1334480	1337980	So inspecting XB, we just see that we have four examples.
1337980	1341720	Each one of them is a row of XB.
1341720	1344620	And we have eight characters here.
1344620	1349740	And this integer tensor just contains the identities of those characters.
1349740	1352380	So the first layer of our neural net is the embedding layer.
1352380	1357020	So passing XB, this integer tensor, through the embedding layer creates an output that
1357020	1359360	is four by eight by 10.
1359360	1365020	So our embedding table has, for each character, a 10-dimensional vector that we are trying
1365020	1366020	to learn.
1366020	1367300	And so what the embedding layer does here...
1367300	1372360	What the layer does here is it blocks out the embedding vector for each one of these
1372360	1378760	integers and organizes it all in a four by eight by 10 tensor now.
1378760	1383160	So all of these integers are translated into 10-dimensional vectors inside this three-dimensional
1383160	1384980	tensor now.
1384980	1389380	Now passing that through the flatten layer, as you recall, what this does is it views
1389380	1392520	this tensor as just a four by 80 tensor.
1392520	1396800	And what that effectively does is that all these 10-dimensional embeddings for all these
1396800	1401800	eight characters just end up being stretched out into a long row.
1401800	1404820	And that looks kind of like a concatenation operation, basically.
1404820	1409100	So by viewing the tensor differently, we now have a four by 80.
1409100	1416380	And inside this 80, it's all the 10-dimensional vectors just concatenated next to each other.
1416380	1423480	And the linear layer, of course, takes 80 and creates 200 channels just via matrix multiplication.
1423480	1424480	So so far, so good.
1424480	1425720	Now I'd like to show you something surprising.
1425720	1426720	Let's see.
1426800	1432740	Let's look at the insides of the linear layer and remind ourselves how it works.
1432740	1437740	The linear layer here in a forward pass takes the input x, multiplies it with a weight,
1437740	1439760	and then optionally adds bias.
1439760	1443060	And the weight here is two-dimensional, as defined here, and the bias is one-dimensional
1443060	1444620	here.
1444620	1448680	So effectively, in terms of the shapes involved, what's happening inside this linear layer
1448680	1451240	looks like this right now.
1451240	1455800	And I'm using random numbers here, but I'm just illustrating the shapes and what happens.
1455800	1460620	Basically, a four by 80 input comes into the linear layer, gets multiplied by this
1460620	1464840	80 by 200 weight matrix inside, and then there's a plus 200 bias.
1464840	1468780	And the shape of the whole thing that comes out of the linear layer is four by 200, as
1468780	1470780	we see here.
1470780	1476180	Now notice here, by the way, that this here will create a four by 200 tensor, and then
1476180	1482360	plus 200, there's a broadcasting happening here, but four by 200 broadcasts with 200,
1482360	1483680	so everything works here.
1483680	1484640	So now the surprising thing that I want to show you is this.
1484640	1485640	I'm going to show you how this works.
1485640	1489460	One thing that I'd like to show you that you may not expect is that this input here
1489460	1493640	that is being multiplied doesn't actually have to be two-dimensional.
1493640	1498180	This matrix multiply operator in PyTorch is quite powerful, and in fact, you can actually
1498180	1502020	pass in higher dimensional arrays or tensors, and everything works fine.
1502020	1505960	So for example, this could be four by five by 80, and the result in that case will become
1505960	1508360	four by five by 200.
1508360	1511720	You can add as many dimensions as you like on the left here.
1511720	1515640	And so effectively, what's happening is that the matrix multiplication only works on a
1515640	1519180	matrix multiplication on the last dimension, and the dimensions before it in the input
1519180	1524780	tensor are left unchanged.
1524780	1531740	So basically, these dimensions on the left are all treated as just a batch dimension.
1531740	1536580	So we can have multiple batch dimensions, and then in parallel over all those dimensions,
1536580	1539620	we are doing the matrix multiplication on the last dimension.
1539620	1544520	So this is quite convenient because we can use that in our network now.
1544520	1545520	Because remember that.
1545520	1549380	We have these eight characters coming in.
1549380	1555120	And we don't want to now flatten all of it out into a large eight-dimensional vector
1555120	1561840	because we don't want to matrix multiply 80 into a weight matrix multiply immediately.
1561840	1567140	Instead, we want to group these like this.
1567140	1571380	So every consecutive two elements, one and two and three and four and five and six and
1571380	1574900	seven and eight, all of these should be now basically flattened.
1574900	1575520	Okay.
1575520	1576600	So we can.
1576600	1578380	End out and multiply by weight matrix.
1578380	1582240	But all of these four groups here, we'd like to process in parallel.
1582240	1586080	So it's kind of like a batch dimension that we can introduce.
1586080	1593820	And then we can, in parallel, basically process all of these bigram groups in the four batch
1593820	1600020	dimensions of an individual example, and also over the actual batch dimension of the four
1600020	1601840	examples in our example here.
1601840	1603380	So let's see how that works.
1603380	1604880	Effectively, what we want is.
1604880	1605360	Right now.
1605360	1611760	Now we take a 4 by 80 and multiply it by 80 by 200 in the linear layer.
1611840	1612500	This is what happens.
1613560	1618660	But instead what we want is we don't want 80 characters or 80 numbers to come in.
1619020	1621840	We only want two characters to come in on the very first layer,
1622020	1623700	and those two characters should be fused.
1624820	1628320	So in other words, we just want 20 to come in, right?
1629020	1630280	20 numbers would come in.
1630900	1634140	And here we don't want a 4 by 80 to feed into the linear layer.
1634140	1637220	We actually want these groups of 2 to feed in.
1637620	1641700	So instead of 4 by 80, we want this to be a 4 by 4 by 20.
1643260	1648700	So these are the four groups of 2, and each one of them is a 10-dimensional vector.
1649420	1652380	So what we want now is we need to change the flatten layer
1652380	1656400	so it doesn't output a 4 by 80, but it outputs a 4 by 4 by 20,
1657000	1664120	where basically every two consecutive characters are packed in
1664120	1665400	on the very last dimension.
1665980	1668400	And then these four is the first batch dimension,
1668880	1671020	and this four is the second batch dimension,
1671400	1674380	referring to the four groups inside every one of these examples.
1675380	1677580	And then this will just multiply like this.
1677700	1679300	So this is what we want to get to.
1679880	1681360	So we're going to have to change the linear layer
1681360	1683280	in terms of how many inputs it expects.
1683420	1685440	It shouldn't expect 80.
1685520	1686720	It should just expect 20 numbers.
1687040	1688700	And we have to change our flatten layer
1688700	1691880	so it doesn't just fully flatten out this entire example.
1692280	1694100	It needs to create a 4 by 4.
1694100	1696580	It needs to create a 4 by 20 instead of a 4 by 80.
1697060	1698500	So let's see how this could be implemented.
1699240	1702740	Basically right now we have an input that is a 4 by 8 by 10
1702740	1704680	that feeds into the flatten layer,
1705100	1708140	and currently the flatten layer just stretches it out.
1708500	1710420	So if you remember the implementation of flatten,
1711260	1715220	it takes our x and it just views it as whatever the batch dimension is,
1715320	1716100	and then negative 1.
1716940	1722000	So effectively what it does right now is it does e.view of 4, negative 1,
1722000	1724080	and the shape of this, of course, is 4 by 80.
1724100	1727500	So that's what currently happens,
1727660	1730260	and we instead want this to be a 4 by 4 by 20,
1730500	1733280	where these consecutive 10-dimensional vectors get concatenated.
1734180	1738500	So you know how in Python you can take a list of range of 10?
1739780	1742280	So we have numbers from 0 to 9,
1742640	1745740	and we can index like this to get all the even parts,
1746280	1748740	and we can also index like starting at 1
1748740	1751720	and going in steps of 2 to get all the odd parts.
1753060	1754080	So one way to implement this is to take a list of range of 10,
1754080	1756380	and one way to implement this, it would be as follows.
1756380	1761200	We can take e, and we can index into it for all the batch elements,
1761720	1764440	and then just even elements in this dimension,
1765020	1768100	so at indexes 0, 2, 4, and 8,
1768840	1772200	and then all the parts here from this last dimension,
1773480	1776800	and this gives us the even characters,
1777300	1781180	and then here this gives us all the odd characters.
1781500	1783800	And basically what we want to do is we want to make sure
1783800	1786140	that these get concatenated in PyTorch,
1786380	1789420	and then we want to concatenate these two tensors
1789420	1791200	along the second dimension.
1793020	1796280	So this and the shape of it would be 4 by 4 by 20.
1796440	1798160	This is definitely the result we want.
1798360	1802080	We are explicitly grabbing the even parts and the odd parts,
1802220	1805220	and we're arranging those 4 by 4 by 10
1805220	1807240	right next to each other and concatenate.
1808240	1811140	So this works, but it turns out that what also works
1811140	1813700	is you can simply use a view again,
1813800	1816040	and just request the right shape.
1816380	1818020	And it just so happens that in this case,
1818540	1821480	those vectors will again end up being arranged
1821480	1822640	exactly the way we want.
1823260	1824640	So in particular, if we take e,
1824760	1826920	and we just view it as a 4 by 4 by 20,
1827060	1827900	which is what we want,
1828600	1830960	we can check that this is exactly equal to,
1831680	1835020	let me call this, this is the explicit concatenation, I suppose.
1836760	1839540	So explicit dot shape is 4 by 4 by 20.
1840100	1841820	If you just view it as 4 by 4 by 20,
1841820	1843120	you can check that,
1843120	1845120	when you compare it to explicit,
1846220	1848580	you get a big, this is element-wise operation,
1848840	1850340	so making sure that all of them are true,
1851140	1851720	values to true.
1852620	1854160	So basically, long story short,
1854240	1856880	we don't need to make an explicit call to concatenate, etc.
1857200	1861220	We can simply take this input tensor to flatten,
1861680	1864140	and we can just view it in whatever way we want.
1865020	1866400	And in particular,
1866520	1868740	we don't want to stretch things out with negative 1.
1868980	1871100	We want to actually create a three-dimensional array,
1871400	1872800	and depending on how many,
1872800	1874800	vectors that are consecutive,
1875280	1877700	we want to fuse,
1877920	1878920	like for example, 2,
1879580	1881960	then we can just simply ask for this dimension to be 20,
1882520	1885320	and use a negative 1 here,
1885660	1887940	and PyTorch will figure out how many groups it needs to pack
1888020	1889940	into this additional batch dimension.
1890780	1893160	So let's now go into flatten and implement this.
1893420	1895040	Okay, so I scrolled up here to flatten,
1895580	1897900	and what we'd like to do is we'd like to change it now.
1898140	1899360	So let me create a constructor,
1899680	1902200	and take the number of elements that are consecutive,
1902300	1902800	that we would like to use,
1902880	1904800	and then we'd like to concatenate now
1904880	1906880	in the last dimension of the output.
